trial number,data_type,L1,Excerpt1,L2,Excerpt2,Stimulus1,Stimulus2,time_elapsed,timestamp,rt,response
89,trial,Sp,44,Sp,22,soundFiles/Spanish/normalized/common_voice_es_18438309.wav,soundFiles/Spanish/normalized/common_voice_es_18337707.wav,1593739,Tue Jun 22 2021 15:03:56 GMT+0100 (British Summer Time),3468.199999999255,1
90,trial,Ge,7,Ta,39,soundFiles/German/normalized/common_voice_de_17363271.wav,soundFiles/Tamil/normalized/common_voice_ta_19684375.wav,1605710,Tue Jun 22 2021 15:04:08 GMT+0100 (British Summer Time),3277.0,1
91,trial,Sp,31,Sp,12,soundFiles/Spanish/normalized/common_voice_es_18348888.wav,soundFiles/Spanish/normalized/common_voice_es_18322495.wav,1619102,Tue Jun 22 2021 15:04:21 GMT+0100 (British Summer Time),3795.5999999996284,7
92,trial,Ja,38,Du,27,soundFiles/Japanese/normalized/common_voice_ja_22213379.wav,soundFiles/Dutch/normalized/common_voice_nl_17694953.wav,1631279,Tue Jun 22 2021 15:04:33 GMT+0100 (British Summer Time),4037.5,1
93,trial,Sp,7,Du,26,soundFiles/Spanish/normalized/common_voice_es_18315644.wav,soundFiles/Dutch/normalized/common_voice_nl_17694904.wav,1639847,Tue Jun 22 2021 15:04:42 GMT+0100 (British Summer Time),1135.5999999996275,1
94,trial,Sp,13,Sp,9,soundFiles/Spanish/normalized/common_voice_es_18323074.wav,soundFiles/Spanish/normalized/common_voice_es_18319766.wav,1649680,Tue Jun 22 2021 15:04:52 GMT+0100 (British Summer Time),2062.5999999996275,7
95,trial,Ge,9,Ja,28,soundFiles/German/normalized/common_voice_de_17433175.wav,soundFiles/Japanese/normalized/common_voice_ja_21059511.wav,1660709,Tue Jun 22 2021 15:05:03 GMT+0100 (British Summer Time),1750.4000000003725,1
96,trial,Du,19,Ge,24,soundFiles/Dutch/normalized/common_voice_nl_17694623.wav,soundFiles/German/normalized/common_voice_de_17853548.wav,1675639,Tue Jun 22 2021 15:05:18 GMT+0100 (British Summer Time),2609.0999999996275,7
97,trial,Du,24,Du,47,soundFiles/Dutch/normalized/common_voice_nl_17694830.wav,soundFiles/Dutch/normalized/common_voice_nl_17695958.wav,1684713,Tue Jun 22 2021 15:05:27 GMT+0100 (British Summer Time),1979.7000000011176,1
98,trial,Ja,17,Ja,40,soundFiles/Japanese/normalized/common_voice_ja_20073271.wav,soundFiles/Japanese/normalized/common_voice_ja_22248681.wav,1695988,Tue Jun 22 2021 15:05:38 GMT+0100 (British Summer Time),2757.300000000745,1
99,trial,En,20,Ja,32,soundFiles/English/normalized/common_voice_en_23918.wav,soundFiles/Japanese/normalized/common_voice_ja_21568007.wav,1706323,Tue Jun 22 2021 15:05:48 GMT+0100 (British Summer Time),2272.800000000745,1
100,trial,Ge,42,Du,43,soundFiles/German/normalized/common_voice_de_18331362.wav,soundFiles/Dutch/normalized/common_voice_nl_17695672.wav,1755977,Tue Jun 22 2021 15:06:38 GMT+0100 (British Summer Time),3345.5999999996275,1
101,trial,Ja,14,It,14,soundFiles/Japanese/normalized/common_voice_ja_19817893.wav,soundFiles/Italian/normalized/common_voice_it_17416669.wav,1768120,Tue Jun 22 2021 15:06:50 GMT+0100 (British Summer Time),1367.1999999992552,7
102,trial,It,8,Du,16,soundFiles/Italian/normalized/common_voice_it_17416217.wav,soundFiles/Dutch/normalized/common_voice_nl_17694470.wav,1781577,Tue Jun 22 2021 15:07:04 GMT+0100 (British Summer Time),2380.0999999996275,1
103,trial,En,48,Du,5,soundFiles/English/normalized/common_voice_en_3879.wav,soundFiles/Dutch/normalized/common_voice_nl_17693978.wav,1789385,Tue Jun 22 2021 15:07:11 GMT+0100 (British Summer Time),1138.1999999992552,1
104,trial,Sp,39,Ge,27,soundFiles/Spanish/normalized/common_voice_es_18385644.wav,soundFiles/German/normalized/common_voice_de_18137986.wav,1802076,Tue Jun 22 2021 15:07:24 GMT+0100 (British Summer Time),4026.0999999996284,7
105,trial,Ge,36,Ge,41,soundFiles/German/normalized/common_voice_de_18287461.wav,soundFiles/German/normalized/common_voice_de_18324600.wav,1813500,Tue Jun 22 2021 15:07:35 GMT+0100 (British Summer Time),1655.0999999996275,1
106,trial,It,44,It,1,soundFiles/Italian/normalized/common_voice_it_17437119.wav,soundFiles/Italian/normalized/common_voice_it_17415819.wav,1825678,Tue Jun 22 2021 15:07:48 GMT+0100 (British Summer Time),4546.199999999255,7
107,trial,Ta,18,En,39,soundFiles/Tamil/normalized/common_voice_ta_19310351.wav,soundFiles/English/normalized/common_voice_en_33720.wav,1836811,Tue Jun 22 2021 15:07:59 GMT+0100 (British Summer Time),1843.5999999996275,1
108,trial,Ja,3,Ta,41,soundFiles/Japanese/normalized/common_voice_ja_19486649.wav,soundFiles/Tamil/normalized/common_voice_ta_19693202.wav,1846790,Tue Jun 22 2021 15:08:09 GMT+0100 (British Summer Time),1511.89999999851,1
109,trial,Ja,19,Ja,35,soundFiles/Japanese/normalized/common_voice_ja_20073782.wav,soundFiles/Japanese/normalized/common_voice_ja_21765965.wav,1859152,Tue Jun 22 2021 15:08:21 GMT+0100 (British Summer Time),1610.0,7
110,trial,It,7,Ge,19,soundFiles/Italian/normalized/common_voice_it_17416195.wav,soundFiles/German/normalized/common_voice_de_17768611.wav,1866355,Tue Jun 22 2021 15:08:28 GMT+0100 (British Summer Time),1660.1999999992552,1
